pair_id,traded_on,close_rate,daily_return,ma_10,ma_20,volatility_20,rsi_14,high_impact_eur_ratio,high_impact_usd_ratio,target
EURUSD,2019-09-30,1.08879000,-0.40795792,1.09731000,1.10093100,0.29376257,32.09005088,0.08777880,0.27705255,48.40000000
EURUSD,2019-10-01,1.09363000,0.44453017,1.09610900,1.10047700,0.31461769,40.57961622,0.08777880,0.27705255,20.20000000
EURUSD,2019-10-02,1.09565000,0.18470598,1.09550500,1.10003900,0.31568640,43.74070730,0.08777880,0.27705255,21.00000000
EURUSD,2019-10-03,1.09775000,0.19166705,1.09505600,1.09967950,0.31939125,46.90315176,0.08777880,0.27705255,-1.50000000
EURUSD,2019-10-04,1.09760000,-0.01366431,1.09492100,1.09949550,0.31153697,46.70121589,0.08777880,0.27705255,3.90000000
EURUSD,2019-10-06,1.09799000,0.03553207,1.09469900,1.09904950,0.28627989,47.33608273,0.08777880,0.27705255,-4.80000000
EURUSD,2019-10-07,1.09751000,-0.04371625,1.09482900,1.09857150,0.28599226,46.60035708,0.08777880,0.27705255,-11.80000000
EURUSD,2019-10-08,1.09633000,-0.10751610,1.09521700,1.09803500,0.28616051,44.75862778,0.08777880,0.27705255,25.40000000
EURUSD,2019-10-09,1.09887000,0.23168207,1.09573700,1.09792700,0.26731788,49.39488342,0.08777880,0.27705255,26.50000000
EURUSD,2019-10-10,1.10152000,0.24115682,1.09656400,1.09767550,0.24668396,53.75560960,0.08777880,0.27705255,17.70000000
EURUSD,2019-10-11,1.10329000,0.16068705,1.09801400,1.09766200,0.24269437,56.45470187,0.08777880,0.27705255,-1.70000000
EURUSD,2019-10-13,1.10312000,-0.01540846,1.09896300,1.09753600,0.23856585,56.11593168,0.08777880,0.27705255,0.80000000
EURUSD,2019-10-14,1.10320000,0.00725216,1.09971800,1.09761150,0.22422435,56.24898293,0.08777880,0.27705255,-1.30000000
EURUSD,2019-10-15,1.10307000,-0.01178390,1.10025000,1.09765300,0.22402836,55.95211272,0.08777880,0.27705255,46.70000000
EURUSD,2019-10-16,1.10774000,0.42336388,1.10126400,1.09809250,0.23077662,63.42080134,0.08777880,0.27705255,49.90000000
EURUSD,2019-10-17,1.11273000,0.45046672,1.10273800,1.09871850,0.24805631,69.39270241,0.08777880,0.27705255,43.00000000
EURUSD,2019-10-18,1.11703000,0.38643696,1.10469000,1.09975950,0.23762043,73.41977666,0.08777880,0.27705255,-10.50000000
EURUSD,2019-10-20,1.11598000,-0.09399927,1.10665500,1.10093600,0.21931576,70.96444050,0.08777880,0.27705255,-10.60000000
EURUSD,2019-10-21,1.11492000,-0.09498378,1.10826000,1.10199850,0.22389622,68.47483715,0.08777880,0.27705255,-31.80000000
EURUSD,2019-10-22,1.11174000,-0.28522226,1.10928200,1.10292300,0.23807662,61.50380192,0.08777880,0.27705255,18.60000000
EURUSD,2019-10-23,1.11360000,0.16730531,1.11031300,1.10416350,0.20839160,63.82365993,0.08777880,0.27705255,-33.60000000
EURUSD,2019-10-24,1.11024000,-0.30172414,1.11102500,1.10499400,0.21265746,57.12647892,0.08777880,0.27705255,-23.40000000
EURUSD,2019-10-25,1.10790000,-0.21076524,1.11149500,1.10560650,0.22023088,52.95866230,0.08777880,0.27705255,3.70000000
EURUSD,2019-10-27,1.10827000,0.03339652,1.11201500,1.10613250,0.21792477,53.53590596,0.08777880,0.27705255,10.10000000
EURUSD,2019-10-28,1.10928000,0.09113303,1.11216900,1.10671650,0.21762564,55.15365407,0.08777880,0.27705255,16.20000000
EURUSD,2019-10-29,1.11090000,0.14604068,1.11198600,1.10736200,0.21855529,57.69775960,0.08777880,0.27705255,56.00000000
EURUSD,2019-10-30,1.11650000,0.50409578,1.11193300,1.10831150,0.23846617,65.07371312,0.08777880,0.27705255,-0.90000000
EURUSD,2019-10-31,1.11641000,-0.00806090,1.11197600,1.10931550,0.23523164,64.87792294,0.08777880,0.27705255,0E-8
EURUSD,2019-11-01,1.11641000,0E-8,1.11212500,1.11019250,0.23364109,64.87792294,0.08777880,0.27705255,5.40000000
EURUSD,2019-11-03,1.11695000,0.04836933,1.11264600,1.11096400,0.23057606,65.59817973,0.08777880,0.27705255,-45.70000000
EURUSD,2019-11-04,1.11238000,-0.40914992,1.11252400,1.11141850,0.25288567,55.26839758,0.08777880,0.27705255,-53.20000000
EURUSD,2019-11-05,1.10706000,-0.47825383,1.11220600,1.11161550,0.27825740,46.15643815,0.08777880,0.27705255,-11.80000000
EURUSD,2019-11-06,1.10588000,-0.10658862,1.11200400,1.11174950,0.27965390,44.40760912,0.08777880,0.27705255,-11.30000000
EURUSD,2019-11-07,1.10475000,-0.10218107,1.11165200,1.11183350,0.28079530,42.73764636,0.08777880,0.27705255,-29.90000000
EURUSD,2019-11-08,1.10176000,-0.27064947,1.11090000,1.11153450,0.26941333,38.60119799,0.08777880,0.27705255,6.10000000
EURUSD,2019-11-10,1.10237000,0.05536596,1.11004700,1.11101650,0.24605473,39.87964253,0.08777880,0.27705255,10.40000000
EURUSD,2019-11-11,1.10341000,0.09434219,1.10873800,1.11033550,0.22693244,42.09344029,0.08777880,0.27705255,-19.50000000
EURUSD,2019-11-12,1.10146000,-0.17672488,1.10724300,1.10960950,0.22831382,39.18024566,0.08777880,0.27705255,-14.00000000
EURUSD,2019-11-13,1.10006000,-0.12710403,1.10560800,1.10886650,0.22864698,37.19020584,0.08777880,0.27705255,25.40000000
EURUSD,2019-11-14,1.10260000,0.23089650,1.10417300,1.10840950,0.23180354,42.86068795,0.08777880,0.27705255,23.40000000
EURUSD,2019-11-15,1.10494000,0.21222565,1.10342900,1.10797650,0.23413415,47.55789352,0.08777880,0.27705255,11.60000000
EURUSD,2019-11-17,1.10610000,0.10498308,1.10333300,1.10776950,0.22766597,49.76263769,0.08777880,0.27705255,14.00000000
EURUSD,2019-11-18,1.10750000,0.12657083,1.10349500,1.10774950,0.22514881,52.36551831,0.08777880,0.27705255,-1.90000000
EURUSD,2019-11-19,1.10731000,-0.01715576,1.10375100,1.10770150,0.22501938,51.97196209,0.08777880,0.27705255,1.90000000
EURUSD,2019-11-20,1.10750000,0.01715870,1.10432500,1.10761250,0.22397731,52.35756474,0.08777880,0.27705255,-11.60000000
EURUSD,2019-11-21,1.10634000,-0.10474041,1.10472200,1.10738450,0.22192238,49.73230185,0.08777880,0.27705255,-45.50000000
EURUSD,2019-11-22,1.10179000,-0.41126598,1.10456000,1.10664900,0.20152777,41.03993386,0.08777880,0.27705255,4.30000000
EURUSD,2019-11-24,1.10222000,0.03902740,1.10463600,1.10593950,0.20251415,42.07041885,0.08777880,0.27705255,-8.00000000
EURUSD,2019-11-25,1.10142000,-0.07258079,1.10477200,1.10519000,0.20196131,40.64704525,0.08777880,0.27705255,-1.70000000
EURUSD,2019-11-26,1.10125000,-0.01543462,1.10463700,1.10440500,0.20053571,40.33475023,0.08777880,0.27705255,-6.10000000
EURUSD,2019-11-27,1.10064000,-0.05539160,1.10420700,1.10381800,0.18402068,39.17176339,0.08777880,0.27705255,4.00000000
EURUSD,2019-11-28,1.10104000,0.03634249,1.10370100,1.10351700,0.15511979,40.38560332,0.08777880,0.27705255,4.60000000
EURUSD,2019-11-29,1.10150000,0.04177868,1.10310100,1.10329800,0.15466763,41.82336633,0.08777880,0.27705255,3.60000000
EURUSD,2019-12-01,1.10186000,0.03268271,1.10255600,1.10315350,0.15382117,42.98234347,0.08777880,0.27705255,55.40000000
EURUSD,2019-12-02,1.10740000,0.50278620,1.10254600,1.10343550,0.18053646,57.13458571,0.08777880,0.27705255,1.00000000
EURUSD,2019-12-03,1.10750000,0.00903016,1.10266200,1.10369200,0.18043284,57.34041512,0.08777880,0.27705255,8.10000000
EURUSD,2019-12-04,1.10831000,0.07313770,1.10331400,1.10393700,0.18005577,59.05542444,0.08777880,0.27705255,24.00000000
EURUSD,2019-12-05,1.11071000,0.21654591,1.10416300,1.10439950,0.17864406,63.71064264,0.08777880,0.27705255,-52.80000000
EURUSD,2019-12-06,1.10543000,-0.47537161,1.10456400,1.10466800,0.21018229,50.19071381,0.08777880,0.27705255,2.30000000
EURUSD,2019-12-08,1.10566000,0.02080638,1.10500500,1.10482100,0.20450046,50.68167743,0.08777880,0.27705255,10.00000000
EURUSD,2019-12-09,1.10666000,0.09044372,1.10560700,1.10490700,0.20005405,52.85742805,0.08777880,0.27705255,23.00000000
EURUSD,2019-12-10,1.10896000,0.20783258,1.10639900,1.10505000,0.20396283,57.50138432,0.08777880,0.27705255,52.10000000
EURUSD,2019-12-11,1.11417000,0.46980955,1.10766600,1.10538350,0.22713621,65.73545192,0.08777880,0.27705255,29.20000000
EURUSD,2019-12-12,1.11709000,0.26207850,1.10918900,1.10587250,0.23258417,69.32288620,0.08777880,0.27705255,-53.50000000
EURUSD,2019-12-13,1.11174000,-0.47892292,1.10962300,1.10608450,0.26041137,57.45388984,0.08777880,0.27705255,15.30000000
EURUSD,2019-12-15,1.11327000,0.13762211,1.11020000,1.10643100,0.25996779,59.58498311,0.08777880,0.27705255,14.60000000
EURUSD,2019-12-16,1.11473000,0.13114518,1.11084200,1.10707800,0.23876953,61.56346871,0.08777880,0.27705255,-16.20000000
EURUSD,2019-12-17,1.11311000,-0.14532667,1.11108200,1.10762250,0.24308714,58.16118728,0.08777880,0.27705255,-5.40000000
EURUSD,2019-12-18,1.11257000,-0.04851273,1.11179600,1.10818000,0.24251011,57.02979710,0.08777880,0.27705255,-10.00000000
EURUSD,2019-12-19,1.11157000,-0.08988198,1.11238700,1.10869600,0.24414378,54.89998026,0.08777880,0.27705255,-38.80000000
EURUSD,2019-12-20,1.10769000,-0.34905584,1.11249000,1.10904850,0.25900027,47.48938072,0.08777880,0.27705255,1.40000000
EURUSD,2019-12-22,1.10783000,0.01263892,1.11237700,1.10938800,0.25903478,47.76337235,0.08777880,0.27705255,9.80000000
EURUSD,2019-12-23,1.10881000,0.08846123,1.11184100,1.10975350,0.25934655,49.74030867,0.08777880,0.27705255,-3.20000000
EURUSD,2019-12-24,1.10849000,-0.02885977,1.11098100,1.11008500,0.25972031,49.08703830,0.08777880,0.27705255,4.30000000
EURUSD,2019-12-25,1.10892000,0.03879151,1.11069900,1.11016100,0.23482595,50.03663528,0.08777880,0.27705255,31.20000000
EURUSD,2019-12-26,1.11204000,0.28135483,1.11057600,1.11038800,0.24270559,56.39209552,0.08777880,0.27705255,50.90000000
EURUSD,2019-12-27,1.11713000,0.45771735,1.11081600,1.11082900,0.26157671,64.35755283,0.08777880,0.27705255,25.30000000
EURUSD,2019-12-29,1.11966000,0.22647319,1.11147100,1.11127650,0.26193859,67.53213552,0.08777880,0.27705255,6.50000000
EURUSD,2019-12-30,1.12031000,0.05805334,1.11224500,1.11202050,0.23210961,68.31300369,0.08777880,0.27705255,4.50000000
EURUSD,2019-12-31,1.12076000,0.04016745,1.11316400,1.11277550,0.23194654,68.87117886,0.08777880,0.27705255,-6.40000000
EURUSD,2020-01-01,1.12012000,-0.05710411,1.11440700,1.11344850,0.23353953,67.06185162,0.08777880,0.27705255,-31.20000000
EURUSD,2020-01-02,1.11700000,-0.27854158,1.11532400,1.11385050,0.24256370,58.93352203,0.08777880,0.27705255,-15.20000000
EURUSD,2020-01-03,1.11548000,-0.13607878,1.11599100,1.11391600,0.22259975,55.40991914,0.08777880,0.27705255,9.40000000
EURUSD,2020-01-05,1.11642000,0.08426866,1.11678400,1.11388250,0.21526859,57.11747099,0.08777880,0.27705255,26.70000000
EURUSD,2020-01-06,1.11909000,0.23915731,1.11780100,1.11425000,0.19008443,61.61399251,0.08777880,0.27705255,-43.30000000
EURUSD,2020-01-07,1.11476000,-0.38692152,1.11807300,1.11432450,0.21004653,52.07714624,0.08777880,0.27705255,-32.20000000
EURUSD,2020-01-08,1.11154000,-0.28885141,1.11751400,1.11416500,0.21782190,46.33367046,0.08777880,0.27705255,-8.00000000
EURUSD,2020-01-09,1.11074000,-0.07197222,1.11662200,1.11404650,0.21610686,45.00562419,0.08777880,0.27705255,9.10000000
EURUSD,2020-01-10,1.11165000,0.08192736,1.11575600,1.11400050,0.21686419,46.87107424,0.08777880,0.27705255,10.70000000
EURUSD,2020-01-12,1.11272000,0.09625332,1.11495200,1.11405800,0.21697461,49.05913187,0.08777880,0.27705255,9.20000000
EURUSD,2020-01-13,1.11364000,0.08268028,1.11430400,1.11435550,0.20072243,50.93037074,0.08777880,0.27705255,-3.30000000
EURUSD,2020-01-14,1.11331000,-0.02963256,1.11393500,1.11462950,0.20110359,50.21779453,0.08777880,0.27705255,17.90000000
EURUSD,2020-01-15,1.11510000,0.16078181,1.11389700,1.11494400,0.20294898,53.97905805,0.08777880,0.27705255,-19.10000000
EURUSD,2020-01-16,1.11319000,-0.17128509,1.11357400,1.11517900,0.20751441,49.66692711,0.08777880,0.27705255,-42.90000000
EURUSD,2020-01-17,1.10890000,-0.38537896,1.11255500,1.11517800,0.22645096,41.62392355,0.08777880,0.27705255,7.50000000
EURUSD,2020-01-19,1.10965000,0.06763459,1.11204400,1.11505850,0.21734237,43.35107838,0.08777880,0.27705255,2.70000000
EURUSD,2020-01-20,1.10992000,0.02433200,1.11188200,1.11469800,0.18779647,43.99350269,0.08777880,0.27705255,-16.80000000
EURUSD,2020-01-21,1.10824000,-0.15136226,1.11163200,1.11412700,0.17921338,40.88650781,0.08777880,0.27705255,2.80000000
EURUSD,2020-01-22,1.10852000,0.02526529,1.11131900,1.11353750,0.17831007,41.62645630,0.08777880,0.27705255,-36.60000000
EURUSD,2020-01-23,1.10486000,-0.33016996,1.11053300,1.11274250,0.18716421,35.39042376,0.08777880,0.27705255,-26.20000000
EURUSD,2020-01-24,1.10224000,-0.23713412,1.10939300,1.11184850,0.19074305,31.72635208,0.08777880,0.27705255,5.30000000
EURUSD,2020-01-26,1.10277000,0.04808390,1.10833900,1.11113700,0.18681430,33.23227939,0.08777880,0.27705255,-5.40000000
EURUSD,2020-01-27,1.10223000,-0.04896760,1.10705200,1.11047450,0.18605734,32.44699325,0.08777880,0.27705255,-9.20000000
EURUSD,2020-01-28,1.10131000,-0.08346715,1.10586400,1.10971900,0.18298776,31.09868682,0.08777880,0.27705255,4.00000000
EURUSD,2020-01-29,1.10171000,0.03632038,1.10514500,1.10885000,0.17024837,32.41369870,0.08777880,0.27705255,7.20000000
EURUSD,2020-01-30,1.10243000,0.06535295,1.10442300,1.10823350,0.15655500,34.82494069,0.08777880,0.27705255,70.10000000
EURUSD,2020-01-31,1.10944000,0.63586804,1.10437500,1.10812850,0.21106541,52.56785895,0.08777880,0.27705255,-12.70000000
EURUSD,2020-02-02,1.10817000,-0.11447217,1.10436800,1.10800000,0.21194232,49.91656028,0.08777880,0.27705255,-21.80000000
EURUSD,2020-02-03,1.10599000,-0.19672072,1.10411500,1.10771700,0.21462826,45.65952535,0.08777880,0.27705255,-25.40000000
EURUSD,2020-02-04,1.10345000,-0.22965850,1.10397400,1.10725350,0.21726968,41.24581014,0.08777880,0.27705255,-38.90000000
EURUSD,2020-02-05,1.09956000,-0.35253070,1.10370600,1.10654950,0.22579463,35.57417460,0.08777880,0.27705255,-14.40000000
EURUSD,2020-02-06,1.09812000,-0.13096148,1.10324100,1.10579000,0.22613465,33.72540325,0.08777880,0.27705255,-37.40000000
EURUSD,2020-02-07,1.09438000,-0.34058209,1.10245600,1.10475400,0.22717576,29.44526643,0.08777880,0.27705255,12.90000000
EURUSD,2020-02-09,1.09567000,0.11787496,1.10189200,1.10387800,0.23113120,32.62158520,0.08777880,0.27705255,-47.40000000
EURUSD,2020-02-10,1.09093000,-0.43261201,1.10081400,1.10297950,0.23464079,27.68896225,0.08777880,0.27705255,2.80000000
EURUSD,2020-02-11,1.09121000,0.02566617,1.09969200,1.10205750,0.23342235,28.37790676,0.08777880,0.27705255,-43.10000000
EURUSD,2020-02-12,1.08690000,-0.39497439,1.09743800,1.10090650,0.24190437,24.50730011,0.08777880,0.27705255,-36.00000000
EURUSD,2020-02-13,1.08330000,-0.33121722,1.09495100,1.09965950,0.24702852,21.82909231,0.08777880,0.27705255,-3.10000000
EURUSD,2020-02-14,1.08299000,-0.02861627,1.09265100,1.09838300,0.24572644,21.61008972,0.08777880,0.27705255,7.70000000
EURUSD,2020-02-16,1.08376000,0.07109946,1.09068200,1.09732800,0.24370516,23.65882629,0.08777880,0.27705255,-7.70000000
EURUSD,2020-02-17,1.08299000,-0.07104894,1.08902500,1.09636550,0.24146524,23.01116311,0.08777880,0.27705255,-32.70000000
EURUSD,2020-02-18,1.07972000,-0.30194185,1.08718500,1.09521300,0.24377356,20.45076614,0.08777880,0.27705255,1.30000000
EURUSD,2020-02-19,1.07985000,0.01204016,1.08573200,1.09409400,0.24489441,20.82792218,0.08777880,0.27705255,-3.90000000
EURUSD,2020-02-20,1.07946000,-0.03611613,1.08411100,1.09300150,0.24531387,20.51370131,0.08777880,0.27705255,51.00000000
EURUSD,2020-02-21,1.08456000,0.47245845,1.08347400,1.09214400,0.27557527,34.44218394,0.08777880,0.27705255,-24.50000000
EURUSD,2020-02-23,1.08211000,-0.22589806,1.08256400,1.09112800,0.27529347,31.57935511,0.08777880,0.27705255,39.70000000
EURUSD,2020-02-24,1.08608000,0.36687583,1.08248200,1.08996000,0.24244030,40.24651913,0.08777880,0.27705255,6.60000000
EURUSD,2020-02-25,1.08674000,0.06076900,1.08282600,1.08888850,0.24527072,41.57162856,0.08777880,0.27705255,45.10000000
EURUSD,2020-02-26,1.09125000,0.41500267,1.08365200,1.08815150,0.26919586,49.76904925,0.08777880,0.27705255,81.60000000
EURUSD,2020-02-27,1.09941000,0.74776632,1.08521700,1.08794950,0.32166753,60.55276262,0.08777880,0.27705255,31.00000000
EURUSD,2020-02-28,1.10251000,0.28196942,1.08716900,1.08809700,0.31819206,63.73775127,0.08777880,0.27705255,27.60000000
EURUSD,2020-03-01,1.10527000,0.25033787,1.08972400,1.08845450,0.32047195,66.34327605,0.08777880,0.27705255,91.70000000
EURUSD,2020-03-02,1.11444000,0.82966153,1.09318300,1.08945750,0.35378479,73.22648311,0.08777880,0.27705255,16.70000000
EURUSD,2020-03-03,1.11611000,0.14985105,1.09684800,1.09047950,0.35398266,74.25895214,0.08777880,0.27705255,-22.80000000
EURUSD,2020-03-04,1.11383000,-0.20428094,1.09977500,1.09162450,0.33952347,70.27446683,0.08777880,0.27705255,92.40000000
EURUSD,2020-03-05,1.12307000,0.82957004,1.10387100,1.09321750,0.37539412,75.91470235,0.08777880,0.27705255,49.70000000
EURUSD,2020-03-06,1.12804000,0.44253697,1.10806700,1.09527450,0.35835437,78.29977159,0.08777880,0.27705255,120.70000000
EURUSD,2020-03-08,1.14011000,1.06999752,1.11340400,1.09811500,0.38758300,82.76379277,0.08777880,0.27705255,-26.00000000
EURUSD,2020-03-09,1.13751000,-0.22804817,1.11803000,1.10084100,0.39773957,78.99408839,0.08777880,0.27705255,-37.70000000
EURUSD,2020-03-10,1.13374000,-0.33142566,1.12146300,1.10334000,0.41681592,73.74874157,0.08777880,0.27705255,-41.70000000
EURUSD,2020-03-11,1.12957000,-0.36780920,1.12416900,1.10566900,0.43293623,68.34302579,0.08777880,0.27705255,-76.80000000
EURUSD,2020-03-12,1.12189000,-0.67990474,1.12583100,1.10777750,0.46369251,59.66836362,0.08777880,0.27705255,-119.70000000
EURUSD,2020-03-13,1.10992000,-1.06694952,1.12537900,1.10928100,0.54198555,49.18881969,0.08777880,0.27705255,34.10000000
EURUSD,2020-03-15,1.11333000,0.30722935,1.12510100,1.11097450,0.54159046,51.78664827,0.08777880,0.27705255,45.90000000
EURUSD,2020-03-16,1.11792000,0.41227668,1.12551000,1.11264250,0.53990415,55.11333237,0.08777880,0.27705255,-148.60000000
EURUSD,2020-03-17,1.10306000,-1.32925433,1.12350900,1.11369000,0.62957904,44.42594164,0.08777880,0.27705255,-134.50000000
EURUSD,2020-03-18,1.08961000,-1.21933530,1.11966600,1.11386650,0.69083066,37.36355670,0.08777880,0.27705255,-131.50000000
EURUSD,2020-03-19,1.07646000,-1.20685383,1.11330100,1.11335250,0.74293338,32.00634322,0.08777880,0.27705255,-71.70000000
EURUSD,2020-03-20,1.06929000,-0.66607213,1.10647900,1.11225450,0.74702902,29.52092863,0.08777880,0.27705255,42.50000000
EURUSD,2020-03-22,1.07354000,0.39746000,1.10045900,1.11096100,0.73004551,32.84956295,0.08777880,0.27705255,53.00000000
EURUSD,2020-03-23,1.07884000,0.49369376,1.09538600,1.10977750,0.73762277,36.85471028,0.08777880,0.27705255,22.90000000
EURUSD,2020-03-24,1.08113000,0.21226503,1.09131000,1.10857050,0.73670366,38.55987386,0.08777880,0.27705255,94.90000000
EURUSD,2020-03-25,1.09062000,0.87778528,1.08938000,1.10737950,0.73999782,45.16794927,0.08777880,0.27705255,152.00000000
EURUSD,2020-03-26,1.10582000,1.39370266,1.08862900,1.10686500,0.81140051,53.74842683,0.08777880,0.27705255,79.70000000
EURUSD,2020-03-27,1.11379000,0.72073213,1.08821600,1.10686300,0.82792874,57.50358855,0.08777880,0.27705255,-57.60000000
EURUSD,2020-03-29,1.10803000,-0.51715314,1.08871300,1.10611100,0.81177930,54.08588106,0.08777880,0.27705255,-53.80000000
EURUSD,2020-03-30,1.10265000,-0.48554642,1.09001700,1.10484150,0.80780098,51.03481929,0.08777880,0.27705255,-7.00000000
EURUSD,2020-03-31,1.10195000,-0.06348343,1.09256600,1.10293350,0.75888905,50.63458454,0.08777880,0.27705255,-80.60000000
EURUSD,2020-04-01,1.09389000,-0.73143065,1.09502600,1.10075250,0.76928497,46.14699319,0.08777880,0.27705255,-93.60000000
EURUSD,2020-04-02,1.08453000,-0.85566190,1.09612500,1.09829200,0.78307512,41.54247771,0.08777880,0.27705255,-49.80000000
EURUSD,2020-04-03,1.07955000,-0.45918508,1.09619600,1.09579100,0.78425645,39.29587798,0.08777880,0.27705255,19.20000000
EURUSD,2020-04-05,1.08147000,0.17785188,1.09623000,1.09377000,0.78141996,40.62898301,0.08777880,0.27705255,-0.30000000
EURUSD,2020-04-06,1.08144000,-0.00277400,1.09531200,1.09234600,0.75361151,40.61397488,0.08777880,0.27705255,45.20000000
EURUSD,2020-04-07,1.08596000,0.41796124,1.09332600,1.09097750,0.75736844,43.97209833,0.08777880,0.27705255,6.80000000
EURUSD,2020-04-08,1.08664000,0.06261741,1.09061100,1.08941350,0.74837702,44.48073918,0.08777880,0.27705255,76.30000000
EURUSD,2020-04-09,1.09427000,0.70216447,1.08923500,1.08897400,0.71548139,49.96913242,0.08777880,0.27705255,-10.10000000
EURUSD,2020-04-10,1.09326000,-0.09229898,1.08829600,1.08915650,0.65971520,49.27473616,0.08777880,0.27705255,0.70000000
EURUSD,2020-04-12,1.09333000,0.00640287,1.08743400,1.09000000,0.59354479,49.32729443,0.08777880,0.27705255,13.50000000
EURUSD,2020-04-13,1.09468000,0.12347599,1.08751300,1.09126950,0.56701323,50.39478594,0.08777880,0.27705255,30.40000000
EURUSD,2020-04-14,1.09772000,0.27770673,1.08883200,1.09247850,0.56454406,52.80581966,0.08777880,0.27705255,-103.60000000
EURUSD,2020-04-15,1.08736000,-0.94377437,1.08961300,1.09290450,0.60366642,44.81220630,0.08777880,0.27705255,-7.10000000
EURUSD,2020-04-16,1.08665000,-0.06529576,1.09013100,1.09318050,0.60271327,44.31708026,0.08777880,0.27705255,4.60000000
EURUSD,2020-04-17,1.08711000,0.04233194,1.09069800,1.09300500,0.56864660,44.74306146,0.08777880,0.27705255,-10.20000000
EURUSD,2020-04-19,1.08609000,-0.09382675,1.09071100,1.09201850,0.46204320,43.94035091,0.08777880,0.27705255,-23.30000000
EURUSD,2020-04-20,1.08376000,-0.21453102,1.09042300,1.09051700,0.42131540,42.08305555,0.08777880,0.27705255,13.00000000
EURUSD,2020-04-21,1.08506000,0.11995276,1.08950200,1.08936850,0.41499600,43.51756360,0.08777880,0.27705255,-41.40000000
EURUSD,2020-04-22,1.08092000,-0.38154572,1.08826800,1.08828200,0.41058991,40.11037813,0.08777880,0.27705255,-38.10000000
EURUSD,2020-04-23,1.07711000,-0.35247752,1.08664600,1.08704000,0.41435450,37.22208531,0.08777880,0.27705255,48.50000000
EURUSD,2020-04-24,1.08196000,0.45027899,1.08537400,1.08644350,0.40570824,42.86245402,0.08777880,0.27705255,12.10000000
EURUSD,2020-04-26,1.08317000,0.11183408,1.08391900,1.08637550,0.36022520,44.20921763,0.08777880,0.27705255,-7.50000000
EURUSD,2020-04-27,1.08242000,-0.06924121,1.08342500,1.08651900,0.34459998,43.52441828,0.08777880,0.27705255,22.50000000
EURUSD,2020-04-28,1.08467000,0.20786756,1.08322700,1.08667900,0.34541627,46.21601169,0.08777880,0.27705255,16.30000000
EURUSD,2020-04-29,1.08630000,0.15027612,1.08314600,1.08692200,0.34668684,48.14414180,0.08777880,0.27705255,82.00000000
EURUSD,2020-04-30,1.09450000,0.75485593,1.08398700,1.08734900,0.37399630,56.57763892,0.08777880,0.27705255,32.70000000
EURUSD,2020-05-01,1.09777000,0.29876656,1.08538800,1.08790550,0.37845447,59.41243275,0.08777880,0.27705255,-35.20000000
EURUSD,2020-05-03,1.09425000,-0.32065005,1.08630700,1.08790450,0.35425613,55.23238327,0.08777880,0.27705255,-38.90000000
EURUSD,2020-05-04,1.09036000,-0.35549463,1.08725100,1.08775950,0.36267359,50.96494482,0.08777880,0.27705255,-69.00000000
EURUSD,2020-05-05,1.08346000,-0.63281852,1.08788600,1.08726600,0.38817527,44.41040259,0.08777880,0.27705255,-34.00000000
EURUSD,2020-05-06,1.08006000,-0.31380946,1.08769600,1.08653500,0.39051723,41.57314848,0.08777880,0.27705255,46.70000000
EURUSD,2020-05-07,1.08473000,0.43238339,1.08785200,1.08588550,0.39912894,46.61781557,0.08777880,0.27705255,-10.20000000
EURUSD,2020-05-08,1.08371000,-0.09403262,1.08798100,1.08570300,0.34094613,45.68990053,0.08777880,0.27705255,10.00000000
EURUSD,2020-05-10,1.08471000,0.09227561,1.08798500,1.08560600,0.34157334,46.80776473,0.08777880,0.27705255,-40.30000000
EURUSD,2020-05-11,1.08068000,-0.37152787,1.08742300,1.08528450,0.35075221,42.96930890,0.08777880,0.27705255,44.10000000
EURUSD,2020-05-12,1.08509000,0.40807640,1.08648200,1.08523450,0.36359510,47.99506523,0.08777880,0.27705255,-42.20000000
EURUSD,2020-05-13,1.08087000,-0.38890783,1.08479200,1.08509000,0.37092662,43.99932410,0.08777880,0.27705255,-3.50000000
EURUSD,2020-05-14,1.08052000,-0.03238132,1.08341900,1.08486300,0.36962113,43.67455884,0.08777880,0.27705255,13.10000000
EURUSD,2020-05-15,1.08183000,0.12123792,1.08256600,1.08490850,0.36075101,45.30191864,0.08777880,0.27705255,5.40000000
EURUSD,2020-05-17,1.08237000,0.04991542,1.08245700,1.08517150,0.35086030,45.99458397,0.08777880,0.27705255,84.50000000
EURUSD,2020-05-18,1.09082000,0.78069422,1.08353300,1.08561450,0.37862251,55.49256957,0.08777880,0.27705255,32.10000000
EURUSD,2020-05-19,1.09403000,0.29427403,1.08446300,1.08615750,0.38258409,58.47991492,0.08777880,0.27705255,20.50000000
EURUSD,2020-05-20,1.09608000,0.18738060,1.08570000,1.08684050,0.38265702,60.31200000,0.08777880,0.27705255,-26.10000000
EURUSD,2020-05-21,1.09347000,-0.23812131,1.08657600,1.08728050,0.38676917,56.87126205,0.08777880,0.27705255,-36.70000000
EURUSD,2020-05-22,1.08980000,-0.33562878,1.08748800,1.08745550,0.39473086,52.34889674,0.08777880,0.27705255,-8.50000000
EURUSD,2020-05-24,1.08895000,-0.07799596,1.08787400,1.08717800,0.35467218,51.33080159,0.08777880,0.27705255,28.60000000
EURUSD,2020-05-25,1.09181000,0.26263832,1.08896800,1.08688000,0.35302554,54.53479613,0.08777880,0.27705255,43.80000000
